link,source_section,source_url,surrounding_text,download_link,file_extension,dataset_identifier,data_repository,dataset_webpage,title,content_type,id,description
https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/NIHMS782739-supplement-Tables.xlsx,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/NIHMS782739-supplement-Tables.xlsx,xlsx,,,,,,,
https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f6.jpg,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f6.jpg,jpg,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F6/,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F6/,,,,,,,,
https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f7.jpg,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f7.jpg,jpg,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F7/,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F7/,,,,,,,,
https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f8.jpg,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f8.jpg,jpg,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F8/,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F8/,,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/#R11,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/#R11,,,,,,,,
https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f9.jpg,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f9.jpg,jpg,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F9/,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F9/,,,,,,,,
https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f10.jpg,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f10.jpg,jpg,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F10/,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F10/,,,,,,,,
https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f11.jpg,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f11.jpg,jpg,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F11/,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F11/,,,,,,,,
https://www.ncbi.nlm.nih.gov/protein/S02194,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://www.ncbi.nlm.nih.gov/protein/S02194,,,,,,,,
https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f12.jpg,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f12.jpg,jpg,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F12/,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F12/,,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/#SD1,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/#SD1,,,,,,,,
https://www.ncbi.nlm.nih.gov/protein/S02297,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://www.ncbi.nlm.nih.gov/protein/S02297,,,,,,,,
https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f13.jpg,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://www.ncbi.nlm.nih.gov/core/lw/2.0/html/tileshop_pmc/tileshop_pmc_inline.html?title=Click%20on%20image%20to%20zoom&p=PMC3&id=4861069_nihms782739f13.jpg,jpg,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F13/,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/figure/F13/,,,,,,,,
https://www.ncbi.nlm.nih.gov/protein/S02243,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://www.ncbi.nlm.nih.gov/protein/S02243,,,,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/#F1,supplementary_data_elements,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4861069,,https://pmc.ncbi.nlm.nih.gov/articles/instance/4861069/bin/https://pmc.ncbi.nlm.nih.gov/articles/PMC4861069/#F1,,,,,,,,
